x	y	psi	u	v	p
0.171875	0.921875	-0.023478	0.013563	0.125374	0.021217
0.171875	0.929688	-0.023345	0.023369	0.113456	0.022430
0.171875	0.937500	-0.023113	0.042214	0.100596	0.023619
0.171875	0.945313	-0.022686	0.073899	0.086729	0.024802
0.171875	0.953125	-0.021958	0.123026	0.071892	0.026008
0.171875	0.960938	-0.020763	0.194751	0.056311	0.027276
0.171875	0.968750	-0.018915	0.294218	0.040517	0.028653
0.171875	0.976563	-0.016166	0.425537	0.025446	0.030180
0.171875	0.984375	-0.012266	0.590209	0.012494	0.031887
0.171875	0.992188	-0.006944	0.785043	0.003420	0.033787
0.171875	1.000000	-0.000000	1.000000	0.000000	0.034786
0.179688	0.000000	0.000000	0.000000	0.000000	0.033818
0.179688	0.007813	0.000000	-0.001153	0.000098	0.033850
0.179688	0.015625	-0.000018	-0.002639	0.000395	0.033915
0.179688	0.023438	-0.000041	-0.004434	0.000896	0.033980
0.179688	0.031250	-0.000087	-0.006514	0.001605	0.034047
0.179688	0.039063	-0.000143	-0.008858	0.002526	0.034114
0.179688	0.046875	-0.000226	-0.011444	0.003665	0.034181
0.179688	0.054688	-0.000322	-0.014250	0.005024	0.034248
0.179688	0.062500	-0.000448	-0.017256	0.006607	0.034314
0.179688	0.070313	-0.000591	-0.020442	0.008417	0.034378
0.179688	0.078125	-0.000768	-0.023787	0.010458	0.034440
0.179688	0.085938	-0.000963	-0.027272	0.012731	0.034499
0.179688	0.093750	-0.001194	-0.030878	0.015237	0.034553
0.179688	0.101563	-0.001446	-0.034586	0.017977	0.034601
0.179688	0.109375	-0.001734	-0.038378	0.020952	0.034643
0.179688	0.117188	-0.002045	-0.042234	0.024160	0.034676
0.179688	0.125000	-0.002394	-0.046137	0.027600	0.034698
0.179688	0.132813	-0.002766	-0.050069	0.031271	0.034710
0.179688	0.140625	-0.003177	-0.054012	0.035168	0.034707
0.179688	0.148438	-0.003610	-0.057949	0.039288	0.034689
0.179688	0.156250	-0.004082	-0.061862	0.043627	0.034654
0.179688	0.164063	-0.004577	-0.065734	0.048179	0.034599
0.179688	0.171875	-0.005109	-0.069549	0.052938	0.034522
0.179688	0.179688	-0.005663	-0.073291	0.057898	0.034421
0.179688	0.187500	-0.006254	-0.076942	0.063050	0.034294
0.179688	0.195313	-0.006866	-0.080488	0.068388	0.034138
0.179688	0.203125	-0.007512	-0.083913	0.073902	0.033952
0.179688	0.210938	-0.008177	-0.087203	0.079582	0.033734
0.179688	0.218750	-0.008874	-0.090343	0.085419	0.033480
0.179688	0.226563	-0.009588	-0.093319	0.091402	0.033190
0.179688	0.234375	-0.010333	-0.096120	0.097519	0.032860
0.179688	0.242188	-0.011090	-0.098731	0.103759	0.032491
0.179688	0.250000	-0.011875	-0.101141	0.110110	0.032080
0.179688	0.257813	-0.012671	-0.103341	0.116559	0.031625
0.179688	0.265625	-0.013490	-0.105319	0.123092	0.031126
0.179688	0.273438	-0.014316	-0.107066	0.129697	0.030583
0.179688	0.281250	-0.015163	-0.108575	0.136359	0.029993
0.179688	0.289063	-0.016013	-0.109838	0.143064	0.029358
0.179688	0.296875	-0.016879	-0.110849	0.149798	0.028677
0.179688	0.304688	-0.017745	-0.111603	0.156546	0.027950
0.179688	0.312500	-0.018623	-0.112096	0.163294	0.027178
0.179688	0.320313	-0.019496	-0.112326	0.170028	0.026362
0.179688	0.328125	-0.020378	-0.112290	0.176732	0.025504
0.179688	0.335938	-0.021251	-0.111988	0.183394	0.024605
0.179688	0.343750	-0.022128	-0.111421	0.189998	0.023666
0.179688	0.351563	-0.022992	-0.110590	0.196531	0.022691
0.179688	0.359375	-0.023856	-0.109498	0.202979	0.021682
0.179688	0.367188	-0.024703	-0.108150	0.209331	0.020641
0.179688	0.375000	-0.025546	-0.106550	0.215572	0.019571
0.179688	0.382813	-0.026367	-0.104705	0.221692	0.018477
0.179688	0.390625	-0.027182	-0.102620	0.227679	0.017360
0.179688	0.398438	-0.027971	-0.100304	0.233522	0.016226
0.179688	0.406250	-0.028749	-0.097765	0.239212	0.015077
0.179688	0.414063	-0.029498	-0.095013	0.244739	0.013918
0.179688	0.421875	-0.030233	-0.092057	0.250094	0.012752
0.179688	0.429688	-0.030937	-0.088908	0.255269	0.011584
0.179688	0.437500	-0.031623	-0.085576	0.260257	0.010418
0.179688	0.445313	-0.032274	-0.082073	0.265052	0.009258
0.179688	0.453125	-0.032905	-0.078410	0.269647	0.008107
0.179688	0.460938	-0.033499	-0.074599	0.274037	0.006971
0.179688	0.468750	-0.034071	-0.070652	0.278218	0.005852
0.179688	0.476563	-0.034603	-0.066582	0.282186	0.004754
0.179688	0.484375	-0.035111	-0.062401	0.285936	0.003682
0.179688	0.492188	-0.035578	-0.058120	0.289466	0.002639
0.179688	0.500000	-0.036019	-0.053752	0.292774	0.001629
0.179688	0.507813	-0.036418	-0.049310	0.295857	0.000654
0.179688	0.515625	-0.036790	-0.044805	0.298714	-0.000283
0.179688	0.523438	-0.037118	-0.040249	0.301343	-0.001178
0.179688	0.531250	-0.037418	-0.035655	0.303743	-0.002029
0.179688	0.539063	-0.037675	-0.031034	0.305915	-0.002833
0.179688	0.546875	-0.037903	-0.026398	0.307856	-0.003588
0.179688	0.554688	-0.038088	-0.021758	0.309568	-0.004293
0.179688	0.562500	-0.038243	-0.017126	0.311050	-0.004944
0.179688	0.570313	-0.038355	-0.012513	0.312302	-0.005541
0.179688	0.578125	-0.038439	-0.007931	0.313324	-0.006082
0.179688	0.585938	-0.038479	-0.003389	0.314117	-0.006566
0.179688	0.593750	-0.038492	0.001100	0.314681	-0.006992
0.179688	0.601563	-0.038462	0.005525	0.315017	-0.007359
0.179688	0.609375	-0.038405	0.009877	0.315125	-0.007666
0.179688	0.617188	-0.038308	0.014143	0.315005	-0.007913
0.179688	0.625000	-0.038184	0.018313	0.314659	-0.008101
0.179688	0.632813	-0.038021	0.022377	0.314086	-0.008227
0.179688	0.640625	-0.037835	0.026322	0.313288	-0.008294
0.179688	0.648438	-0.037610	0.030138	0.312264	-0.008301
0.179688	0.656250	-0.037364	0.033814	0.311016	-0.008247
0.179688	0.664063	-0.037082	0.037339	0.309543	-0.008135
0.179688	0.671875	-0.036780	0.040701	0.307845	-0.007964
0.179688	0.679688	-0.036446	0.043889	0.305925	-0.007734
0.179688	0.687500	-0.036095	0.046891	0.303780	-0.007448
0.179688	0.695313	-0.035713	0.049695	0.301412	-0.007105
0.179688	0.703125	-0.035318	0.052290	0.298822	-0.006706
0.179688	0.710938	-0.034896	0.054664	0.296008	-0.006253
0.179688	0.718750	-0.034464	0.056804	0.292971	-0.005746
0.179688	0.726563	-0.034009	0.058698	0.289710	-0.005185
0.179688	0.734375	-0.033547	0.060334	0.286226	-0.004573
0.179688	0.742188	-0.033066	0.061700	0.282519	-0.003910
0.179688	0.750000	-0.032583	0.062783	0.278586	-0.003197
0.179688	0.757813	-0.032085	0.063572	0.274428	-0.002434
0.179688	0.765625	-0.031590	0.064053	0.270042	-0.001623
0.179688	0.773438	-0.031084	0.064216	0.265428	-0.000764
0.179688	0.781250	-0.030586	0.064048	0.260583	0.000142
0.179688	0.789063	-0.030083	0.063540	0.255503	0.001093
0.179688	0.796875	-0.029593	0.062679	0.250185	0.002090
0.179688	0.804688	-0.029104	0.061456	0.244625	0.003131
0.179688	0.812500	-0.028633	0.059864	0.238816	0.004215
0.179688	0.820313	-0.028169	0.057894	0.232752	0.005340
0.179688	0.828125	-0.027729	0.055542	0.226423	0.006506
0.179688	0.835938	-0.027301	0.052807	0.219821	0.007709
0.179688	0.843750	-0.026903	0.049692	0.212932	0.008948
0.179688	0.851563	-0.026524	0.046211	0.205744	0.010220
0.179688	0.859375	-0.026181	0.042392	0.198239	0.011520
0.179688	0.867188	-0.025862	0.038287	0.190399	0.012844
0.179688	0.875000	-0.025583	0.033992	0.182200	0.014185
0.179688	0.882813	-0.025331	0.029671	0.173613	0.015538
0.179688	0.890625	-0.025120	0.025598	0.164603	0.016893
0.179688	0.898438	-0.024931	0.022218	0.155124	0.018243
0.179688	0.906250	-0.024772	0.020231	0.145117	0.019576
0.179688	0.914063	-0.024615	0.020698	0.134507	0.020885
0.179688	0.921875	-0.024449	0.025173	0.123208	0.022163
0.179688	0.929688	-0.024221	0.035836	0.111122	0.023405
0.179688	0.937500	-0.023889	0.055613	0.098164	0.024618
0.179688	0.945313	-0.023352	0.088228	0.084295	0.025815
0.179688	0.953125	-0.022510	0.138140	0.069578	0.027020
0.179688	0.960938	-0.021194	0.210267	0.054260	0.028271
0.179688	0.968750	-0.019225	0.309411	0.038872	0.029608
0.179688	0.976563	-0.016359	0.439272	0.024315	0.031071
0.179688	0.984375	-0.012361	0.600967	0.011901	0.032693
0.179688	0.992188	-0.006969	0.791132	0.003252	0.034494
0.179688	1.000000	-0.000000	1.000000	0.000000	0.035440
0.187500	0.000000	0.000000	0.000000	0.000000	0.033706
0.187500	0.007813	0.000000	-0.001357	0.000104	0.033739
0.187500	0.015625	-0.000021	-0.003050	0.000418	0.033807
0.187500	0.023438	-0.000048	-0.005056	0.000948	0.033876
0.187500	0.031250	-0.000100	-0.007352	0.001696	0.033946
0.187500	0.039063	-0.000163	-0.009915	0.002666	0.034016
0.187500	0.046875	-0.000255	-0.012724	0.003861	0.034085
0.187500	0.054688	-0.000361	-0.015756	0.005285	0.034154
0.187500	0.062500	-0.000501	-0.018992	0.006940	0.034222
0.187500	0.070313	-0.000658	-0.022409	0.008830	0.034288
0.187500	0.078125	-0.000851	-0.025988	0.010955	0.034350
0.187500	0.085938	-0.001064	-0.029708	0.013318	0.034409
0.187500	0.093750	-0.001316	-0.033550	0.015919	0.034462
0.187500	0.101563	-0.001588	-0.037495	0.018758	0.034509
0.187500	0.109375	-0.001901	-0.041521	0.021834	0.034548
0.187500	0.117188	-0.002237	-0.045612	0.025147	0.034577
0.187500	0.125000	-0.002614	-0.049747	0.028694	0.034596
0.187500	0.132813	-0.003014	-0.053908	0.032472	0.034601
0.187500	0.140625	-0.003456	-0.058077	0.036478	0.034592
0.187500	0.148438	-0.003922	-0.062235	0.040708	0.034566
0.187500	0.156250	-0.004429	-0.066364	0.045157	0.034521
0.187500	0.164063	-0.004959	-0.070446	0.049818	0.034455
0.187500	0.171875	-0.005530	-0.074465	0.054687	0.034366
0.187500	0.179688	-0.006122	-0.078402	0.059754	0.034252
0.187500	0.187500	-0.006755	-0.082242	0.065014	0.034109
0.187500	0.195313	-0.007407	-0.085968	0.070456	0.033937
0.187500	0.203125	-0.008098	-0.089563	0.076073	0.033732
0.187500	0.210938	-0.008807	-0.093013	0.081854	0.033493
0.187500	0.218750	-0.009551	-0.096303	0.087789	0.033217
0.187500	0.226563	-0.010312	-0.099419	0.093868	0.032903
0.187500	0.234375	-0.011105	-0.102346	0.100078	0.032548
0.187500	0.242188	-0.011911	-0.105072	0.106407	0.032152
0.187500	0.250000	-0.012746	-0.107585	0.112844	0.031712
0.187500	0.257813	-0.013592	-0.109874	0.119375	0.031227
0.187500	0.265625	-0.014463	-0.111928	0.125986	0.030696
0.187500	0.273438	-0.015341	-0.113738	0.132665	0.030118
0.187500	0.281250	-0.016240	-0.115294	0.139396	0.029494
0.187500	0.289063	-0.017142	-0.116591	0.146165	0.028822
0.187500	0.296875	-0.018062	-0.117621	0.152958	0.028103
0.187500	0.304688	-0.018980	-0.118380	0.159761	0.027337
0.187500	0.312500	-0.019912	-0.118863	0.166557	0.026526
0.187500	0.320313	-0.020837	-0.119067	0.173334	0.025670
0.187500	0.328125	-0.021772	-0.118992	0.180075	0.024770
0.187500	0.335938	-0.022696	-0.118637	0.186767	0.023829
0.187500	0.343750	-0.023626	-0.118003	0.193396	0.022849
0.187500	0.351563	-0.024540	-0.117091	0.199948	0.021832
0.187500	0.359375	-0.025455	-0.115906	0.206409	0.020780
0.187500	0.367188	-0.026351	-0.114451	0.212766	0.019698
0.187500	0.375000	-0.027244	-0.112732	0.219007	0.018587
0.187500	0.382813	-0.028113	-0.110756	0.225121	0.017451
0.187500	0.390625	-0.028974	-0.108530	0.231096	0.016295
0.187500	0.398438	-0.029808	-0.106063	0.236921	0.015121
0.187500	0.406250	-0.030632	-0.103363	0.242587	0.013935
0.187500	0.414063	-0.031423	-0.100441	0.248085	0.012739
0.187500	0.421875	-0.032201	-0.097307	0.253406	0.011538
0.187500	0.429688	-0.032944	-0.093972	0.258543	0.010337
0.187500	0.437500	-0.033669	-0.090448	0.263488	0.009139
0.187500	0.445313	-0.034357	-0.086746	0.268237	0.007948
0.187500	0.453125	-0.035025	-0.082880	0.272782	0.006770
0.187500	0.460938	-0.035652	-0.078860	0.277120	0.005607
0.187500	0.468750	-0.036257	-0.074701	0.281246	0.004464
0.187500	0.476563	-0.036819	-0.070414	0.285156	0.003345
0.187500	0.484375	-0.037357	-0.066014	0.288847	0.002254
0.187500	0.492188	-0.037851	-0.061511	0.292318	0.001194
0.187500	0.500000	-0.038318	-0.056919	0.295565	0.000168
0.187500	0.507813	-0.038740	-0.052251	0.298587	-0.000819
0.187500	0.515625	-0.039135	-0.047519	0.301383	-0.001766
0.187500	0.523438	-0.039483	-0.042736	0.303952	-0.002669
0.187500	0.531250	-0.039802	-0.037913	0.306293	-0.003525
0.187500	0.539063	-0.040075	-0.033063	0.308405	-0.004332
0.187500	0.546875	-0.040319	-0.028198	0.310290	-0.005087
0.187500	0.554688	-0.040516	-0.023329	0.311947	-0.005789
0.187500	0.562500	-0.040683	-0.018468	0.313375	-0.006436
0.187500	0.570313	-0.040804	-0.013627	0.314576	-0.007026
0.187500	0.578125	-0.040896	-0.008816	0.315549	-0.007558
0.187500	0.585938	-0.040942	-0.004047	0.316295	-0.008030
0.187500	0.593750	-0.040960	0.000670	0.316815	-0.008441
0.187500	0.601563	-0.040931	0.005322	0.317110	-0.008791
0.187500	0.609375	-0.040876	0.009900	0.317178	-0.009080
0.187500	0.617188	-0.040777	0.014392	0.317022	-0.009305
0.187500	0.625000	-0.040652	0.018788	0.316641	-0.009468
0.187500	0.632813	-0.040483	0.023076	0.316036	-0.009568
0.187500	0.640625	-0.040291	0.027246	0.315208	-0.009606
0.187500	0.648438	-0.040057	0.031287	0.314155	-0.009581
0.187500	0.656250	-0.039802	0.035187	0.312880	-0.009493
0.187500	0.664063	-0.039508	0.038936	0.311381	-0.009344
0.187500	0.671875	-0.039194	0.042522	0.309659	-0.009133
0.187500	0.679688	-0.038843	0.045933	0.307713	-0.008862
0.187500	0.687500	-0.038476	0.049159	0.305544	-0.008531
0.187500	0.695313	-0.038075	0.052187	0.303151	-0.008141
0.187500	0.703125	-0.037661	0.055006	0.300533	-0.007692
0.187500	0.710938	-0.037216	0.057604	0.297690	-0.007187
0.187500	0.718750	-0.036761	0.059969	0.294621	-0.006624
0.187500	0.726563	-0.036279	0.062089	0.291325	-0.006007
0.187500	0.734375	-0.035790	0.063952	0.287802	-0.005335
0.187500	0.742188	-0.035279	0.065545	0.284048	-0.004609
0.187500	0.750000	-0.034766	0.066857	0.280064	-0.003831
0.187500	0.757813	-0.034235	0.067877	0.275846	-0.003002
0.187500	0.765625	-0.033706	0.068591	0.271393	-0.002122
0.187500	0.773438	-0.033163	0.068989	0.266701	-0.001192
0.187500	0.781250	-0.032628	0.069061	0.261768	-0.000215
0.187500	0.789063	-0.032084	0.068794	0.256589	0.000810
0.187500	0.796875	-0.031553	0.068181	0.251161	0.001882
0.187500	0.804688	-0.031019	0.067211	0.245476	0.002997
0.187500	0.812500	-0.030503	0.065878	0.239530	0.004156
0.187500	0.820313	-0.029989	0.064176	0.233314	0.005357
0.187500	0.828125	-0.029500	0.062101	0.226821	0.006597
0.187500	0.835938	-0.029019	0.059653	0.220040	0.007873
0.187500	0.843750	-0.028568	0.056838	0.212960	0.009184
0.187500	0.851563	-0.028131	0.053671	0.205569	0.010524
0.187500	0.859375	-0.027729	0.050183	0.197851	0.011890
0.187500	0.867188	-0.027347	0.046430	0.189789	0.013276
0.187500	0.875000	-0.027004	0.042511	0.181362	0.014676
0.187500	0.882813	-0.026683	0.038597	0.172544	0.016082
0.187500	0.890625	-0.026401	0.034969	0.163304	0.017487
0.187500	0.898438	-0.026136	0.032084	0.153600	0.018880
0.187500	0.906250	-0.025899	0.030654	0.143380	0.020253
0.187500	0.914063	-0.025657	0.031755	0.132576	0.021595
0.187500	0.921875	-0.025403	0.036949	0.121112	0.022901
0.187500	0.929688	-0.025080	0.048412	0.108906	0.024167
0.187500	0.937500	-0.024647	0.069041	0.095892	0.025395
0.187500	0.945313	-0.024001	0.102486	0.082051	0.026599
0.187500	0.953125	-0.023045	0.153060	0.067469	0.027801
0.187500	0.960938	-0.021610	0.225457	0.052410	0.029032
0.187500	0.968750	-0.019523	0.324163	0.037402	0.030332
0.187500	0.976563	-0.016544	0.452508	0.023313	0.031738
0.187500	0.984375	-0.012452	0.611272	0.011378	0.033286
0.187500	0.992188	-0.006993	0.796944	0.003106	0.034999
0.187500	1.000000	-0.000000	1.000000	0.000000	0.035900
0.195313	0.000000	0.000000	0.000000	0.000000	0.033592
0.195313	0.007813	0.000000	-0.001572	0.000110	0.033627
0.195313	0.015625	-0.000025	-0.003483	0.000442	0.033699
0.195313	0.023438	-0.000054	-0.005711	0.001000	0.033771
0.195313	0.031250	-0.000114	-0.008232	0.001786	0.033844
0.195313	0.039063	-0.000183	-0.011024	0.002803	0.033916
0.195313	0.046875	-0.000286	-0.014063	0.004054	0.033988
0.195313	0.054688	-0.000403	-0.017330	0.005542	0.034059
0.195313	0.062500	-0.000557	-0.020801	0.007268	0.034129
0.195313	0.070313	-0.000728	-0.024457	0.009235	0.034195
0.195313	0.078125	-0.000939	-0.028275	0.011443	0.034258
0.195313	0.085938	-0.001170	-0.032236	0.013893	0.034316
0.195313	0.093750	-0.001443	-0.036318	0.016586	0.034368
0.195313	0.101563	-0.001737	-0.040502	0.019520	0.034413
0.195313	0.109375	-0.002075	-0.044767	0.022695	0.034449
0.195313	0.117188	-0.002437	-0.049093	0.026108	0.034474
0.195313	0.125000	-0.002843	-0.053462	0.029757	0.034488
0.195313	0.132813	-0.003272	-0.057854	0.033639	0.034487
0.195313	0.140625	-0.003747	-0.062248	0.037749	0.034470
0.195313	0.148438	-0.004245	-0.066627	0.042083	0.034436
0.195313	0.156250	-0.004788	-0.070972	0.046635	0.034380
0.195313	0.164063	-0.005353	-0.075264	0.051400	0.034303
0.195313	0.171875	-0.005964	-0.079485	0.056371	0.034200
0.195313	0.179688	-0.006595	-0.083618	0.061540	0.034071
0.195313	0.187500	-0.007270	-0.087644	0.066898	0.033912
0.195313	0.195313	-0.007965	-0.091547	0.072438	0.033721
0.195313	0.203125	-0.008701	-0.095311	0.078150	0.033496
0.195313	0.210938	-0.009454	-0.098919	0.084024	0.033235
0.195313	0.218750	-0.010246	-0.102357	0.090050	0.032936
0.195313	0.226563	-0.011053	-0.105608	0.096215	0.032596
0.195313	0.234375	-0.011896	-0.108659	0.102509	0.032214
0.195313	0.242188	-0.012751	-0.111497	0.108920	0.031788
0.195313	0.250000	-0.013638	-0.114109	0.115433	0.031317
0.195313	0.257813	-0.014534	-0.116483	0.122037	0.030799
0.195313	0.265625	-0.015458	-0.118609	0.128717	0.030234
0.195313	0.273438	-0.016387	-0.120476	0.135459	0.029621
0.195313	0.281250	-0.017341	-0.122076	0.142250	0.028959
0.195313	0.289063	-0.018295	-0.123401	0.149074	0.028248
0.195313	0.296875	-0.019269	-0.124445	0.155917	0.027489
0.195313	0.304688	-0.020239	-0.125202	0.162763	0.026682
0.195313	0.312500	-0.021225	-0.125670	0.169598	0.025829
0.195313	0.320313	-0.022203	-0.125844	0.176407	0.024930
0.195313	0.328125	-0.023192	-0.125724	0.183174	0.023987
0.195313	0.335938	-0.024167	-0.125309	0.189887	0.023002
0.195313	0.343750	-0.025150	-0.124601	0.196529	0.021977
0.195313	0.351563	-0.026114	-0.123602	0.203088	0.020915
0.195313	0.359375	-0.027081	-0.122317	0.209550	0.019819
0.195313	0.367188	-0.028025	-0.120749	0.215902	0.018693
0.195313	0.375000	-0.028968	-0.118905	0.222132	0.017538
0.195313	0.382813	-0.029883	-0.116793	0.228227	0.016360
0.195313	0.390625	-0.030792	-0.114420	0.234178	0.015162
0.195313	0.398438	-0.031671	-0.111795	0.239974	0.013948
0.195313	0.406250	-0.032539	-0.108929	0.245605	0.012721
0.195313	0.414063	-0.033373	-0.105832	0.251063	0.011487
0.195313	0.421875	-0.034193	-0.102515	0.256339	0.010250
0.195313	0.429688	-0.034975	-0.098990	0.261426	0.009014
0.195313	0.437500	-0.035740	-0.095270	0.266318	0.007783
0.195313	0.445313	-0.036464	-0.091366	0.271009	0.006561
0.195313	0.453125	-0.037167	-0.087293	0.275494	0.005354
0.195313	0.460938	-0.037827	-0.083062	0.279769	0.004164
0.195313	0.468750	-0.038465	-0.078688	0.283830	0.002997
0.195313	0.476563	-0.039057	-0.074184	0.287673	0.001856
0.195313	0.484375	-0.039624	-0.069562	0.291296	0.000745
0.195313	0.492188	-0.040144	-0.064837	0.294698	-0.000333
0.195313	0.500000	-0.040637	-0.060021	0.297875	-0.001374
0.195313	0.507813	-0.041082	-0.055128	0.300828	-0.002374
0.195313	0.515625	-0.041499	-0.050169	0.303555	-0.003330
0.195313	0.523438	-0.041866	-0.045159	0.306056	-0.004241
0.195313	0.531250	-0.042204	-0.040109	0.308331	-0.005102
0.195313	0.539063	-0.042492	-0.035032	0.310378	-0.005911
0.195313	0.546875	-0.042752	-0.029939	0.312199	-0.006667
0.195313	0.554688	-0.042960	-0.024843	0.313795	-0.007367
0.195313	0.562500	-0.043140	-0.019755	0.315164	-0.008009
0.195313	0.570313	-0.043269	-0.014687	0.316308	-0.008591
0.195313	0.578125	-0.043369	-0.009650	0.317227	-0.009113
0.195313	0.585938	-0.043420	-0.004656	0.317921	-0.009573
0.195313	0.593750	-0.043442	0.000285	0.318392	-0.009970
0.195313	0.601563	-0.043415	0.005162	0.318640	-0.010303
0.195313	0.609375	-0.043361	0.009964	0.318665	-0.010572
0.195313	0.617188	-0.043259	0.014680	0.318467	-0.010775
0.195313	0.625000	-0.043132	0.019299	0.318048	-0.010914
0.195313	0.632813	-0.042958	0.023810	0.317407	-0.010987
0.195313	0.640625	-0.042760	0.028203	0.316544	-0.010995
0.195313	0.648438	-0.042517	0.032466	0.315459	-0.010938
0.195313	0.656250	-0.042253	0.036589	0.314153	-0.010817
0.195313	0.664063	-0.041946	0.040560	0.312625	-0.010631
0.195313	0.671875	-0.041619	0.044369	0.310875	-0.010381
0.195313	0.679688	-0.041252	0.048004	0.308901	-0.010068
0.195313	0.687500	-0.040869	0.051454	0.306705	-0.009693
0.195313	0.695313	-0.040448	0.054707	0.304284	-0.009256
0.195313	0.703125	-0.040014	0.057751	0.301637	-0.008758
0.195313	0.710938	-0.039546	0.060576	0.298764	-0.008201
0.195313	0.718750	-0.039068	0.063168	0.295663	-0.007585
0.195313	0.726563	-0.038559	0.065518	0.292333	-0.006911
0.195313	0.734375	-0.038044	0.067611	0.288770	-0.006180
0.195313	0.742188	-0.037503	0.069438	0.284974	-0.005394
0.195313	0.750000	-0.036959	0.070985	0.280941	-0.004554
0.195313	0.757813	-0.036393	0.072242	0.276670	-0.003660
0.195313	0.765625	-0.035830	0.073198	0.272156	-0.002713
0.195313	0.773438	-0.035250	0.073841	0.267396	-0.001716
0.195313	0.781250	-0.034676	0.074160	0.262386	-0.000669
0.195313	0.789063	-0.034091	0.074147	0.257121	0.000426
0.195313	0.796875	-0.033518	0.073792	0.251596	0.001568
0.195313	0.804688	-0.032938	0.073087	0.245806	0.002754
0.195313	0.812500	-0.032376	0.072026	0.239743	0.003984
0.195313	0.820313	-0.031812	0.070603	0.233399	0.005255
0.195313	0.828125	-0.031273	0.068816	0.226767	0.006564
0.195313	0.835938	-0.030737	0.066667	0.219838	0.007908
0.195313	0.843750	-0.030231	0.064163	0.212599	0.009283
0.195313	0.851563	-0.029735	0.061320	0.205040	0.010686
0.195313	0.859375	-0.029273	0.058172	0.197147	0.012111
0.195313	0.867188	-0.028826	0.054776	0.188905	0.013553
0.195313	0.875000	-0.028417	0.051236	0.180294	0.015004
0.195313	0.882813	-0.028025	0.047728	0.171292	0.016457
0.195313	0.890625	-0.027671	0.044542	0.161870	0.017903
0.195313	0.898438	-0.027329	0.042143	0.151990	0.019333
0.195313	0.906250	-0.027013	0.041255	0.141605	0.020737
0.195313	0.914063	-0.026685	0.042966	0.130656	0.022106
0.195313	0.921875	-0.026341	0.048843	0.119074	0.023434
0.195313	0.929688	-0.025921	0.061056	0.106790	0.024715
0.195313	0.937500	-0.025387	0.082468	0.093754	0.025954
0.195313	0.945313	-0.024633	0.116651	0.079967	0.027161
0.195313	0.953125	-0.023565	0.167781	0.065534	0.028355
0.195313	0.960938	-0.022011	0.240335	0.050729	0.029567
0.195313	0.968750	-0.019809	0.338509	0.036077	0.030832
0.195313	0.976563	-0.016722	0.465295	0.022416	0.032187
0.195313	0.984375	-0.012539	0.621174	0.010913	0.033669
0.195313	0.992188	-0.007016	0.802510	0.002975	0.035307
0.195313	1.000000	-0.000000	1.000000	0.000000	0.036167
0.203125	0.000000	0.000000	0.000000	0.000000	0.033477
0.203125	0.007813	0.000000	-0.001799	0.000116	0.033514
0.203125	0.015625	-0.000028	-0.003940	0.000465	0.033589
0.203125	0.023438	-0.000062	-0.006399	0.001051	0.033665
0.203125	0.031250	-0.000128	-0.009155	0.001874	0.033740
0.203125	0.039063	-0.000205	-0.012183	0.002938	0.033816
0.203125	0.046875	-0.000318	-0.015463	0.004245	0.033890
0.203125	0.054688	-0.000446	-0.018970	0.005795	0.033963
0.203125	0.062500	-0.000615	-0.022685	0.007590	0.034033
0.203125	0.070313	-0.000801	-0.026584	0.009632	0.034100
0.203125	0.078125	-0.001030	-0.030646	0.011920	0.034163
0.203125	0.085938	-0.001280	-0.034851	0.014455	0.034220
0.203125	0.093750	-0.001575	-0.039177	0.017236	0.034271
0.203125	0.101563	-0.001892	-0.043603	0.020262	0.034313
0.203125	0.109375	-0.002256	-0.048109	0.023531	0.034346
0.203125	0.117188	-0.002643	-0.052674	0.027040	0.034367
0.203125	0.125000	-0.003079	-0.057278	0.030786	0.034375
0.203125	0.132813	-0.003538	-0.061900	0.034765	0.034367
0.203125	0.140625	-0.004046	-0.066521	0.038974	0.034342
0.203125	0.148438	-0.004578	-0.071121	0.043406	0.034298
0.203125	0.156250	-0.005158	-0.075681	0.048056	0.034231
0.203125	0.164063	-0.005760	-0.080182	0.052917	0.034141
0.203125	0.171875	-0.006410	-0.084604	0.057982	0.034024
0.203125	0.179688	-0.007082	-0.088930	0.063244	0.033878
0.203125	0.187500	-0.007800	-0.093141	0.068695	0.033701
0.203125	0.195313	-0.008537	-0.097220	0.074324	0.033491
0.203125	0.203125	-0.009319	-0.101149	0.080123	0.033244
0.203125	0.210938	-0.010118	-0.104913	0.086081	0.032960
0.203125	0.218750	-0.010958	-0.108494	0.092187	0.032635
0.203125	0.226563	-0.011813	-0.111878	0.098431	0.032268
0.203125	0.234375	-0.012706	-0.115050	0.104800	0.031857
0.203125	0.242188	-0.013611	-0.117996	0.111281	0.031400
0.203125	0.250000	-0.014550	-0.120703	0.117862	0.030895
0.203125	0.257813	-0.015497	-0.123158	0.124529	0.030343
0.203125	0.265625	-0.016474	-0.125351	0.131268	0.029741
0.203125	0.273438	-0.017455	-0.127271	0.138064	0.029090
0.203125	0.281250	-0.018463	-0.128909	0.144904	0.028388
0.203125	0.289063	-0.019470	-0.130258	0.151773	0.027636
0.203125	0.296875	-0.020498	-0.131310	0.158654	0.026835
0.203125	0.304688	-0.021521	-0.132061	0.165534	0.025984
0.203125	0.312500	-0.022562	-0.132506	0.172396	0.025086
